"Plot Title: Niles Beach"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 21982335, SEN S/N: 21982335)","Intensity, lum/ft² (LGR S/N: 21982335, SEN S/N: 21982335)","End Of File (LGR S/N: 21982335)"
1,06/03/24 08:00:00 AM,19.282,10.0,
2,06/03/24 08:15:00 AM,19.758,14.0,
3,06/03/24 08:30:00 AM,20.234,16.0,
4,06/03/24 08:45:00 AM,21.091,31.0,
5,06/03/24 09:00:00 AM,22.333,75.0,
6,06/03/24 09:15:00 AM,23.484,71.0,
7,06/03/24 09:30:00 AM,24.641,200.0,
8,06/03/24 09:45:00 AM,27.961,5120.0,
9,06/03/24 10:00:00 AM,37.604,14336.0,
10,06/03/24 10:15:00 AM,24.351,17408.0,
11,06/03/24 10:30:00 AM,16.046,1792.0,
12,06/03/24 10:45:00 AM,15.951,2304.0,
13,06/03/24 11:00:00 AM,16.523,2560.0,
14,06/03/24 11:15:00 AM,16.999,2560.0,
15,06/03/24 11:30:00 AM,17.189,2816.0,
16,06/03/24 11:45:00 AM,17.189,3200.0,
17,06/03/24 12:00:00 PM,17.379,4096.0,
18,06/03/24 12:15:00 PM,17.570,3968.0,
19,06/03/24 12:30:00 PM,17.665,3712.0,
20,06/03/24 12:45:00 PM,17.855,3968.0,
21,06/03/24 01:00:00 PM,18.045,8192.0,
22,06/03/24 01:15:00 PM,18.236,15360.0,
23,06/03/24 01:30:00 PM,18.521,8192.0,
24,06/03/24 01:45:00 PM,19.472,17408.0,
25,06/03/24 02:00:00 PM,20.805,14336.0,
26,06/03/24 02:15:00 PM,24.835,16384.0,
27,06/03/24 02:30:00 PM,27.961,16384.0,
28,06/03/24 02:45:00 PM,28.655,15360.0,
29,06/03/24 03:00:00 PM,28.555,14336.0,
30,06/03/24 03:15:00 PM,27.272,12800.0,
31,06/03/24 03:30:00 PM,27.468,11264.0,
32,06/03/24 03:45:00 PM,26.683,9728.0,
33,06/03/24 04:00:00 PM,17.950,2432.0,
34,06/03/24 04:15:00 PM,16.237,1344.0,
35,06/03/24 04:30:00 PM,14.804,896.0,
36,06/03/24 04:45:00 PM,14.230,896.0,
37,06/03/24 05:00:00 PM,13.942,768.0,
38,06/03/24 05:15:00 PM,14.038,896.0,
39,06/03/24 05:30:00 PM,13.173,512.0,
40,06/03/24 05:45:00 PM,13.558,416.0,
41,06/03/24 06:00:00 PM,13.558,320.0,
42,06/03/24 06:15:00 PM,14.230,288.0,
43,06/03/24 06:30:00 PM,15.378,224.0,
44,06/03/24 06:45:00 PM,15.473,176.0,
45,06/03/24 07:00:00 PM,15.569,128.0,
46,06/03/24 07:15:00 PM,15.569,99.0,
47,06/03/24 07:30:00 PM,15.569,84.0,
48,06/03/24 07:45:00 PM,15.569,60.0,
49,06/03/24 08:00:00 PM,15.569,30.0,
50,06/03/24 08:15:00 PM,15.569,7.0,
51,06/03/24 08:30:00 PM,14.804,0.0,
52,06/03/24 08:45:00 PM,14.804,0.0,
53,06/03/24 09:00:00 PM,14.709,0.0,
54,06/03/24 09:15:00 PM,14.804,0.0,
55,06/03/24 09:30:00 PM,14.517,0.0,
56,06/03/24 09:45:00 PM,14.230,0.0,
57,06/03/24 10:00:00 PM,14.230,0.0,
58,06/03/24 10:15:00 PM,14.230,0.0,
59,06/03/24 10:30:00 PM,14.038,0.0,
60,06/03/24 10:45:00 PM,14.038,0.0,
61,06/03/24 11:00:00 PM,14.038,0.0,
62,06/03/24 11:15:00 PM,14.134,0.0,
63,06/03/24 11:30:00 PM,14.230,0.0,
64,06/03/24 11:45:00 PM,14.421,0.0,
65,06/04/24 12:00:00 AM,14.421,0.0,
66,06/04/24 12:15:00 AM,14.613,0.0,
67,06/04/24 12:30:00 AM,14.900,0.0,
68,06/04/24 12:45:00 AM,14.900,0.0,
69,06/04/24 01:00:00 AM,14.900,0.0,
70,06/04/24 01:15:00 AM,14.996,0.0,
71,06/04/24 01:30:00 AM,15.091,0.0,
72,06/04/24 01:45:00 AM,15.091,0.0,
73,06/04/24 02:00:00 AM,15.091,0.0,
74,06/04/24 02:15:00 AM,14.996,0.0,
75,06/04/24 02:30:00 AM,13.846,0.0,
76,06/04/24 02:45:00 AM,13.750,0.0,
77,06/04/24 03:00:00 AM,13.558,0.0,
78,06/04/24 03:15:00 AM,13.461,0.0,
79,06/04/24 03:30:00 AM,13.365,0.0,
80,06/04/24 03:45:00 AM,13.365,0.0,
81,06/04/24 04:00:00 AM,13.269,0.0,
82,06/04/24 04:15:00 AM,12.304,0.0,
83,06/04/24 04:30:00 AM,12.207,0.0,
84,06/04/24 04:45:00 AM,12.013,5.0,
85,06/04/24 05:00:00 AM,12.110,35.0,
86,06/04/24 05:15:00 AM,12.497,152.0,
87,06/04/24 05:30:00 AM,14.804,144.0,
88,06/04/24 05:45:00 AM,14.900,184.0,
89,06/04/24 06:00:00 AM,14.996,248.0,
90,06/04/24 06:15:00 AM,14.996,432.0,
91,06/04/24 06:30:00 AM,15.091,608.0,
92,06/04/24 06:45:00 AM,15.091,672.0,
93,06/04/24 07:00:00 AM,15.091,768.0,
94,06/04/24 07:15:00 AM,14.900,1088.0,
95,06/04/24 07:30:00 AM,14.804,1088.0,
96,06/04/24 07:45:00 AM,14.517,1024.0,
97,06/04/24 08:00:00 AM,14.038,1152.0,
98,06/04/24 08:15:00 AM,13.942,1408.0,
99,06/04/24 08:30:00 AM,13.942,1216.0,
100,06/04/24 08:45:00 AM,14.421,1408.0,
101,06/04/24 09:00:00 AM,14.804,2048.0,
102,06/04/24 09:15:00 AM,14.804,1600.0,
103,06/04/24 09:30:00 AM,14.900,2048.0,
104,06/04/24 09:45:00 AM,15.091,2176.0,
105,06/04/24 10:00:00 AM,15.282,2048.0,
106,06/04/24 10:15:00 AM,15.473,2432.0,
107,06/04/24 10:30:00 AM,15.760,2304.0,
108,06/04/24 10:45:00 AM,15.855,3072.0,
109,06/04/24 11:00:00 AM,15.951,3584.0,
110,06/04/24 11:15:00 AM,16.046,3328.0,
111,06/04/24 11:30:00 AM,16.141,3072.0,
112,06/04/24 11:45:00 AM,16.427,2688.0,
113,06/04/24 12:00:00 PM,16.427,2560.0,
114,06/04/24 12:15:00 PM,16.427,3328.0,
115,06/04/24 12:30:00 PM,16.713,7424.0,
116,06/04/24 12:45:00 PM,16.903,4352.0,
117,06/04/24 01:00:00 PM,17.284,4608.0,
118,06/04/24 01:15:00 PM,17.475,4608.0,
119,06/04/24 01:30:00 PM,17.950,5632.0,
120,06/04/24 01:45:00 PM,18.331,2688.0,
121,06/04/24 02:00:00 PM,19.377,3968.0,
122,06/04/24 02:15:00 PM,19.662,3456.0,
123,06/04/24 02:30:00 PM,20.329,4608.0,
124,06/04/24 02:45:00 PM,21.473,8192.0,
125,06/04/24 03:00:00 PM,22.525,8704.0,
126,06/04/24 03:15:00 PM,23.484,8704.0,
127,06/04/24 03:30:00 PM,25.513,10240.0,
128,06/04/24 03:45:00 PM,26.390,8704.0,
129,06/04/24 04:00:00 PM,24.062,7168.0,
130,06/04/24 04:15:00 PM,26.585,7680.0,
131,06/04/24 04:30:00 PM,26.000,5632.0,
132,06/04/24 04:45:00 PM,25.513,4096.0,
133,06/04/24 05:00:00 PM,22.142,1344.0,
134,06/04/24 05:15:00 PM,19.282,1408.0,
135,06/04/24 05:30:00 PM,18.711,1216.0,
136,06/04/24 05:45:00 PM,17.379,480.0,
137,06/04/24 06:00:00 PM,16.523,448.0,
138,06/04/24 06:15:00 PM,16.332,320.0,
139,06/04/24 06:30:00 PM,16.046,256.0,
140,06/04/24 06:45:00 PM,15.760,184.0,
141,06/04/24 07:00:00 PM,15.664,128.0,
142,06/04/24 07:15:00 PM,15.569,123.0,
143,06/04/24 07:30:00 PM,15.664,85.0,
144,06/04/24 07:45:00 PM,15.473,49.0,
145,06/04/24 08:00:00 PM,15.473,25.0,
146,06/04/24 08:15:00 PM,15.473,7.0,
147,06/04/24 08:30:00 PM,15.473,0.0,
148,06/04/24 08:45:00 PM,12.980,0.0,
149,06/04/24 09:00:00 PM,13.076,0.0,
150,06/04/24 09:15:00 PM,13.076,0.0,
151,06/04/24 09:30:00 PM,13.654,0.0,
152,06/04/24 09:45:00 PM,13.750,0.0,
153,06/04/24 10:00:00 PM,14.709,0.0,
154,06/04/24 10:15:00 PM,15.187,0.0,
155,06/04/24 10:30:00 PM,15.282,0.0,
156,06/04/24 10:45:00 PM,15.282,0.0,
157,06/04/24 11:00:00 PM,15.378,0.0,
158,06/04/24 11:15:00 PM,15.378,0.0,
159,06/04/24 11:30:00 PM,15.378,0.0,
160,06/04/24 11:45:00 PM,15.378,0.0,
161,06/05/24 12:00:00 AM,15.378,0.0,
162,06/05/24 12:15:00 AM,15.473,0.0,
163,06/05/24 12:30:00 AM,15.378,0.0,
164,06/05/24 12:45:00 AM,15.473,0.0,
165,06/05/24 01:00:00 AM,15.473,0.0,
166,06/05/24 01:15:00 AM,15.569,0.0,
167,06/05/24 01:30:00 AM,15.664,0.0,
168,06/05/24 01:45:00 AM,15.664,0.0,
169,06/05/24 02:00:00 AM,15.569,0.0,
170,06/05/24 02:15:00 AM,15.664,0.0,
171,06/05/24 02:30:00 AM,15.569,0.0,
172,06/05/24 02:45:00 AM,15.473,0.0,
173,06/05/24 03:00:00 AM,15.473,0.0,
174,06/05/24 03:15:00 AM,15.378,0.0,
175,06/05/24 03:30:00 AM,15.378,0.0,
176,06/05/24 03:45:00 AM,15.378,0.0,
177,06/05/24 04:00:00 AM,15.091,0.0,
178,06/05/24 04:15:00 AM,14.996,0.0,
179,06/05/24 04:30:00 AM,14.996,0.0,
180,06/05/24 04:45:00 AM,14.996,0.0,
181,06/05/24 05:00:00 AM,14.900,9.0,
182,06/05/24 05:15:00 AM,14.996,45.0,
183,06/05/24 05:30:00 AM,15.091,40.0,
184,06/05/24 05:45:00 AM,15.378,18.0,
185,06/05/24 06:00:00 AM,15.473,10.0,
186,06/05/24 06:15:00 AM,15.473,8.0,
187,06/05/24 06:30:00 AM,15.378,5.0,
188,06/05/24 06:45:00 AM,15.378,4.0,
189,06/05/24 07:00:00 AM,15.473,1.0,
190,06/05/24 07:15:00 AM,15.473,0.0,
191,06/05/24 07:30:00 AM,15.569,1.0,
192,06/05/24 07:45:00 AM,15.664,0.0,
193,06/05/24 08:00:00 AM,15.760,1.0,
194,06/05/24 08:15:00 AM,15.855,8.0,
195,06/05/24 08:30:00 AM,15.951,17.0,
196,06/05/24 08:45:00 AM,15.951,13.0,
197,06/05/24 09:00:00 AM,16.046,14.0,
198,06/05/24 09:15:00 AM,16.046,11.0,
199,06/05/24 09:30:00 AM,16.046,20.0,
200,06/05/24 09:45:00 AM,16.141,21.0,
201,06/05/24 10:00:00 AM,16.237,15.0,
202,06/05/24 10:15:00 AM,16.237,17.0,
203,06/05/24 10:30:00 AM,16.332,14.0,
204,06/05/24 10:45:00 AM,16.332,16.0,
205,06/05/24 11:00:00 AM,16.427,9.0,
206,06/05/24 11:15:00 AM,16.427,13.0,
207,06/05/24 11:30:00 AM,16.427,24.0,
208,06/05/24 11:45:00 AM,16.523,20.0,
209,06/05/24 12:00:00 PM,16.618,25.0,
210,06/05/24 12:15:00 PM,16.618,49.0,
211,06/05/24 12:30:00 PM,16.713,62.0,
212,06/05/24 12:45:00 PM,16.808,75.0,
213,06/05/24 01:00:00 PM,16.903,29.0,
214,06/05/24 01:15:00 PM,16.999,18.0,
215,06/05/24 01:30:00 PM,17.189,33.0,
216,06/05/24 01:45:00 PM,17.379,54.0,
217,06/05/24 02:00:00 PM,17.284,51.0,
218,06/05/24 02:15:00 PM,17.284,107.0,
219,06/05/24 02:30:00 PM,17.379,66.0,
220,06/05/24 02:45:00 PM,17.665,40.0,
221,06/05/24 03:00:00 PM,18.616,79.0,
222,06/05/24 03:15:00 PM,18.616,86.0,
223,06/05/24 03:30:00 PM,19.472,57.0,
224,06/05/24 03:45:00 PM,19.948,72.0,
225,06/05/24 04:00:00 PM,20.805,256.0,
226,06/05/24 04:15:00 PM,20.710,208.0,
227,06/05/24 04:30:00 PM,20.615,272.0,
228,06/05/24 04:45:00 PM,21.187,91.0,
229,06/05/24 05:00:00 PM,20.901,32.0,
230,06/05/24 05:15:00 PM,20.519,3.0,
231,06/05/24 05:30:00 PM,20.043,5.0,
232,06/05/24 05:45:00 PM,19.187,7.0,
233,06/05/24 06:00:00 PM,18.806,5.0,
234,06/05/24 06:15:00 PM,18.616,6.0,
235,06/05/24 06:30:00 PM,18.331,4.0,
236,06/05/24 06:45:00 PM,18.140,6.0,
237,06/05/24 07:00:00 PM,18.045,3.0,
238,06/05/24 07:15:00 PM,17.855,0.0,
239,06/05/24 07:30:00 PM,17.760,2.0,
240,06/05/24 07:45:00 PM,17.570,0.0,
241,06/05/24 08:00:00 PM,17.475,0.0,
242,06/05/24 08:15:00 PM,17.379,0.0,
243,06/05/24 08:30:00 PM,17.379,0.0,
244,06/05/24 08:45:00 PM,17.189,0.0,
245,06/05/24 09:00:00 PM,16.999,0.0,
246,06/05/24 09:15:00 PM,15.951,0.0,
247,06/05/24 09:30:00 PM,14.804,0.0,
248,06/05/24 09:45:00 PM,12.690,0.0,
249,06/05/24 10:00:00 PM,12.013,0.0,
250,06/05/24 10:15:00 PM,11.625,0.0,
251,06/05/24 10:30:00 PM,11.431,0.0,
252,06/05/24 10:45:00 PM,11.431,0.0,
253,06/05/24 11:00:00 PM,12.401,0.0,
254,06/05/24 11:15:00 PM,14.517,0.0,
255,06/05/24 11:30:00 PM,15.473,0.0,
256,06/05/24 11:45:00 PM,16.046,0.0,
257,06/06/24 12:00:00 AM,16.427,0.0,
258,06/06/24 12:15:00 AM,16.618,0.0,
259,06/06/24 12:30:00 AM,16.618,0.0,
260,06/06/24 12:45:00 AM,16.713,0.0,
261,06/06/24 01:00:00 AM,16.808,0.0,
262,06/06/24 01:15:00 AM,16.808,0.0,
263,06/06/24 01:30:00 AM,16.808,0.0,
264,06/06/24 01:45:00 AM,16.808,0.0,
265,06/06/24 02:00:00 AM,16.903,0.0,
266,06/06/24 02:15:00 AM,16.999,0.0,
267,06/06/24 02:30:00 AM,17.094,0.0,
268,06/06/24 02:45:00 AM,17.094,0.0,
269,06/06/24 03:00:00 AM,17.189,0.0,
270,06/06/24 03:15:00 AM,17.189,0.0,
271,06/06/24 03:30:00 AM,17.189,0.0,
272,06/06/24 03:45:00 AM,17.094,0.0,
273,06/06/24 04:00:00 AM,17.189,0.0,
274,06/06/24 04:15:00 AM,17.094,0.0,
275,06/06/24 04:30:00 AM,17.094,0.0,
276,06/06/24 04:45:00 AM,16.903,0.0,
277,06/06/24 05:00:00 AM,16.999,6.0,
278,06/06/24 05:15:00 AM,17.189,15.0,
279,06/06/24 05:30:00 AM,17.189,37.0,
280,06/06/24 05:45:00 AM,17.284,55.0,
281,06/06/24 06:00:00 AM,17.284,67.0,
282,06/06/24 06:15:00 AM,17.284,40.0,
283,06/06/24 06:30:00 AM,17.189,12.0,
284,06/06/24 06:45:00 AM,17.189,18.0,
285,06/06/24 07:00:00 AM,17.189,15.0,
286,06/06/24 07:15:00 AM,17.189,12.0,
287,06/06/24 07:30:00 AM,17.189,14.0,
288,06/06/24 07:45:00 AM,17.189,7.0,
289,06/06/24 08:00:00 AM,17.189,5.0,
290,06/06/24 08:15:00 AM,17.189,5.0,
291,06/06/24 08:30:00 AM,17.189,6.0,
292,06/06/24 08:45:00 AM,16.903,6.0,
293,06/06/24 09:00:00 AM,15.473,6.0,
294,06/06/24 09:15:00 AM,14.421,4.0,
295,06/06/24 09:30:00 AM,14.325,6.0,
296,06/06/24 09:45:00 AM,13.654,2.0,
297,06/06/24 10:00:00 AM,13.461,11.0,
298,06/06/24 10:15:00 AM,12.207,6.0,
299,06/06/24 10:30:00 AM,11.819,14.0,
300,06/06/24 10:45:00 AM,11.236,13.0,
301,06/06/24 11:00:00 AM,11.139,12.0,
302,06/06/24 11:15:00 AM,10.944,4.0,
303,06/06/24 11:30:00 AM,10.944,8.0,
304,06/06/24 11:45:00 AM,10.846,15.0,
305,06/06/24 12:00:00 PM,10.651,12.0,
306,06/06/24 12:15:00 PM,10.553,8.0,
307,06/06/24 12:30:00 PM,10.455,4.0,
308,06/06/24 12:45:00 PM,10.748,12.0,
309,06/06/24 01:00:00 PM,11.334,11.0,
310,06/06/24 01:15:00 PM,12.304,21.0,
311,06/06/24 01:30:00 PM,13.654,16.0,
312,06/06/24 01:45:00 PM,14.038,14.0,
313,06/06/24 02:00:00 PM,14.325,18.0,
314,06/06/24 02:15:00 PM,14.325,8.0,
315,06/06/24 02:30:00 PM,14.613,10.0,
316,06/06/24 02:45:00 PM,15.951,5.0,
317,06/06/24 03:00:00 PM,16.332,9.0,
318,06/06/24 03:15:00 PM,15.569,7.0,
319,06/06/24 03:30:00 PM,16.237,11.0,
320,06/06/24 03:45:00 PM,16.618,10.0,
321,06/06/24 04:00:00 PM,16.332,16.0,
322,06/06/24 04:15:00 PM,16.332,12.0,
323,06/06/24 04:30:00 PM,16.523,19.0,
324,06/06/24 04:45:00 PM,16.903,35.0,
325,06/06/24 05:00:00 PM,17.284,67.0,
326,06/06/24 05:15:00 PM,17.665,39.0,
327,06/06/24 05:30:00 PM,17.570,49.0,
328,06/06/24 05:45:00 PM,17.570,17.0,
329,06/06/24 06:00:00 PM,17.189,8.0,
330,06/06/24 06:15:00 PM,16.903,23.0,
331,06/06/24 06:30:00 PM,16.713,20.0,
332,06/06/24 06:45:00 PM,16.332,2.0,
333,06/06/24 07:00:00 PM,16.046,2.0,
334,06/06/24 07:15:00 PM,15.760,0.0,
335,06/06/24 07:30:00 PM,15.187,0.0,
336,06/06/24 07:45:00 PM,14.230,0.0,
337,06/06/24 08:00:00 PM,13.942,0.0,
338,06/06/24 08:15:00 PM,13.942,0.0,
339,06/06/24 08:30:00 PM,13.942,0.0,
340,06/06/24 08:45:00 PM,14.038,0.0,
341,06/06/24 09:00:00 PM,14.038,0.0,
342,06/06/24 09:15:00 PM,14.134,0.0,
343,06/06/24 09:30:00 PM,14.325,0.0,
344,06/06/24 09:45:00 PM,14.517,0.0,
345,06/06/24 10:00:00 PM,14.517,0.0,
346,06/06/24 10:15:00 PM,13.942,0.0,
347,06/06/24 10:30:00 PM,13.365,0.0,
348,06/06/24 10:45:00 PM,12.980,0.0,
349,06/06/24 11:00:00 PM,12.690,0.0,
350,06/06/24 11:15:00 PM,12.207,0.0,
351,06/06/24 11:30:00 PM,12.207,0.0,
352,06/06/24 11:45:00 PM,12.497,0.0,
353,06/07/24 12:00:00 AM,12.690,0.0,
354,06/07/24 12:15:00 AM,13.076,0.0,
355,06/07/24 12:30:00 AM,13.269,0.0,
356,06/07/24 12:45:00 AM,13.654,0.0,
357,06/07/24 01:00:00 AM,13.846,0.0,
358,06/07/24 01:15:00 AM,13.846,0.0,
359,06/07/24 01:30:00 AM,13.942,0.0,
360,06/07/24 01:45:00 AM,14.038,0.0,
361,06/07/24 02:00:00 AM,14.230,0.0,
362,06/07/24 02:15:00 AM,14.325,0.0,
363,06/07/24 02:30:00 AM,14.421,0.0,
364,06/07/24 02:45:00 AM,14.421,0.0,
365,06/07/24 03:00:00 AM,14.421,0.0,
366,06/07/24 03:15:00 AM,14.421,0.0,
367,06/07/24 03:30:00 AM,14.421,0.0,
368,06/07/24 03:45:00 AM,14.421,0.0,
369,06/07/24 04:00:00 AM,14.421,0.0,
370,06/07/24 04:15:00 AM,14.517,0.0,
371,06/07/24 04:30:00 AM,14.517,0.0,
372,06/07/24 04:45:00 AM,14.613,0.0,
373,06/07/24 05:00:00 AM,14.709,0.0,
374,06/07/24 05:15:00 AM,14.709,0.0,
375,06/07/24 05:30:00 AM,14.709,1.0,
376,06/07/24 05:45:00 AM,14.709,6.0,
377,06/07/24 06:00:00 AM,14.900,21.0,
378,06/07/24 06:15:00 AM,14.996,22.0,
379,06/07/24 06:30:00 AM,15.187,67.0,
380,06/07/24 06:45:00 AM,15.091,42.0,
381,06/07/24 07:00:00 AM,15.187,45.0,
382,06/07/24 07:15:00 AM,14.996,35.0,
383,06/07/24 07:30:00 AM,14.996,33.0,
384,06/07/24 07:45:00 AM,14.996,44.0,
385,06/07/24 08:00:00 AM,14.996,24.0,
386,06/07/24 08:15:00 AM,14.996,48.0,
387,06/07/24 08:30:00 AM,14.996,48.0,
388,06/07/24 08:45:00 AM,14.996,39.0,
389,06/07/24 09:00:00 AM,14.900,42.0,
390,06/07/24 09:15:00 AM,14.421,48.0,
391,06/07/24 09:30:00 AM,13.750,17.0,
392,06/07/24 09:45:00 AM,13.654,13.0,
393,06/07/24 10:00:00 AM,13.558,11.0,
394,06/07/24 10:15:00 AM,13.173,8.0,
395,06/07/24 10:30:00 AM,12.980,11.0,
396,06/07/24 10:45:00 AM,12.980,10.0,
397,06/07/24 11:00:00 AM,13.365,12.0,
398,06/07/24 11:15:00 AM,13.846,9.0,
399,06/07/24 11:30:00 AM,14.230,11.0,
400,06/07/24 11:45:00 AM,14.421,11.0,
401,06/07/24 12:00:00 PM,13.846,9.0,
402,06/07/24 12:15:00 PM,13.750,14.0,
403,06/07/24 12:30:00 PM,13.654,21.0,
404,06/07/24 12:45:00 PM,13.846,17.0,
405,06/07/24 01:00:00 PM,14.134,24.0,
406,06/07/24 01:15:00 PM,14.325,21.0,
407,06/07/24 01:30:00 PM,14.421,22.0,
408,06/07/24 01:45:00 PM,14.038,28.0,
409,06/07/24 02:00:00 PM,14.421,8.0,
410,06/07/24 02:15:00 PM,14.709,9.0,
411,06/07/24 02:30:00 PM,14.804,8.0,
412,06/07/24 02:45:00 PM,14.709,4.0,
413,06/07/24 03:00:00 PM,14.613,3.0,
414,06/07/24 03:15:00 PM,14.709,2.0,
415,06/07/24 03:30:00 PM,14.709,1.0,
416,06/07/24 03:45:00 PM,14.613,3.0,
417,06/07/24 04:00:00 PM,14.900,9.0,
418,06/07/24 04:15:00 PM,15.091,12.0,
419,06/07/24 04:30:00 PM,15.187,26.0,
420,06/07/24 04:45:00 PM,15.664,15.0,
421,06/07/24 05:00:00 PM,15.951,27.0,
422,06/07/24 05:15:00 PM,16.237,24.0,
423,06/07/24 05:30:00 PM,16.332,45.0,
424,06/07/24 05:45:00 PM,16.713,20.0,
425,06/07/24 06:00:00 PM,16.808,36.0,
426,06/07/24 06:15:00 PM,16.903,21.0,
427,06/07/24 06:30:00 PM,16.523,5.0,
428,06/07/24 06:45:00 PM,16.427,3.0,
429,06/07/24 07:00:00 PM,16.237,3.0,
430,06/07/24 07:15:00 PM,16.046,0.0,
431,06/07/24 07:30:00 PM,15.951,1.0,
432,06/07/24 07:45:00 PM,15.569,0.0,
433,06/07/24 08:00:00 PM,15.473,0.0,
434,06/07/24 08:15:00 PM,15.282,0.0,
435,06/07/24 08:30:00 PM,15.282,0.0,
436,06/07/24 08:45:00 PM,15.187,0.0,
437,06/07/24 09:00:00 PM,15.187,0.0,
438,06/07/24 09:15:00 PM,15.091,0.0,
439,06/07/24 09:30:00 PM,14.996,0.0,
440,06/07/24 09:45:00 PM,14.804,0.0,
441,06/07/24 10:00:00 PM,14.804,0.0,
442,06/07/24 10:15:00 PM,14.709,0.0,
443,06/07/24 10:30:00 PM,14.613,0.0,
444,06/07/24 10:45:00 PM,14.613,0.0,
445,06/07/24 11:00:00 PM,14.613,0.0,
446,06/07/24 11:15:00 PM,14.613,0.0,
447,06/07/24 11:30:00 PM,14.804,0.0,
448,06/07/24 11:45:00 PM,14.900,0.0,
449,06/08/24 12:00:00 AM,15.187,0.0,
450,06/08/24 12:15:00 AM,15.378,0.0,
451,06/08/24 12:30:00 AM,15.473,0.0,
452,06/08/24 12:45:00 AM,15.569,0.0,
453,06/08/24 01:00:00 AM,15.760,0.0,
454,06/08/24 01:15:00 AM,15.951,0.0,
455,06/08/24 01:30:00 AM,16.046,0.0,
456,06/08/24 01:45:00 AM,16.141,0.0,
457,06/08/24 02:00:00 AM,16.237,0.0,
458,06/08/24 02:15:00 AM,16.332,0.0,
459,06/08/24 02:30:00 AM,16.237,0.0,
460,06/08/24 02:45:00 AM,16.237,0.0,
461,06/08/24 03:00:00 AM,16.237,0.0,
462,06/08/24 03:15:00 AM,16.237,0.0,
463,06/08/24 03:30:00 AM,16.237,0.0,
464,06/08/24 03:45:00 AM,16.237,0.0,
465,06/08/24 04:00:00 AM,16.141,0.0,
466,06/08/24 04:15:00 AM,16.141,0.0,
467,06/08/24 04:30:00 AM,16.141,0.0,
468,06/08/24 04:45:00 AM,16.046,0.0,
469,06/08/24 05:00:00 AM,16.141,0.0,
470,06/08/24 05:15:00 AM,16.141,0.0,
471,06/08/24 05:30:00 AM,16.046,0.0,
472,06/08/24 05:45:00 AM,15.951,0.0,
473,06/08/24 06:00:00 AM,15.855,4.0,
474,06/08/24 06:15:00 AM,15.855,7.0,
475,06/08/24 06:30:00 AM,15.855,42.0,
476,06/08/24 06:45:00 AM,15.760,67.0,
477,06/08/24 07:00:00 AM,15.855,91.0,
478,06/08/24 07:15:00 AM,15.855,122.0,
479,06/08/24 07:30:00 AM,16.237,111.0,
480,06/08/24 07:45:00 AM,16.332,123.0,
481,06/08/24 08:00:00 AM,16.427,128.0,
482,06/08/24 08:15:00 AM,16.427,41.0,
483,06/08/24 08:30:00 AM,16.523,84.0,
484,06/08/24 08:45:00 AM,16.618,51.0,
485,06/08/24 09:00:00 AM,16.618,76.0,
486,06/08/24 09:15:00 AM,16.713,47.0,
487,06/08/24 09:30:00 AM,16.713,16.0,
488,06/08/24 09:45:00 AM,16.713,12.0,
489,06/08/24 10:00:00 AM,16.808,8.0,
490,06/08/24 10:15:00 AM,16.808,22.0,
491,06/08/24 10:30:00 AM,16.808,14.0,
492,06/08/24 10:45:00 AM,16.808,15.0,
493,06/08/24 11:00:00 AM,16.808,19.0,
494,06/08/24 11:15:00 AM,16.808,5.0,
495,06/08/24 11:30:00 AM,16.903,9.0,
496,06/08/24 11:45:00 AM,16.903,23.0,
497,06/08/24 12:00:00 PM,16.903,1.0,
498,06/08/24 12:15:00 PM,16.808,0.0,
499,06/08/24 12:30:00 PM,16.808,8.0,
500,06/08/24 12:45:00 PM,16.808,0.0,
501,06/08/24 01:00:00 PM,16.808,0.0,
502,06/08/24 01:15:00 PM,16.808,11.0,
503,06/08/24 01:30:00 PM,16.808,7.0,
504,06/08/24 01:45:00 PM,16.903,7.0,
505,06/08/24 02:00:00 PM,16.999,10.0,
506,06/08/24 02:15:00 PM,16.999,9.0,
507,06/08/24 02:30:00 PM,16.999,8.0,
508,06/08/24 02:45:00 PM,16.808,25.0,
509,06/08/24 03:00:00 PM,16.808,29.0,
510,06/08/24 03:15:00 PM,16.999,10.0,
511,06/08/24 03:30:00 PM,17.094,1.0,
512,06/08/24 03:45:00 PM,16.999,3.0,
513,06/08/24 04:00:00 PM,16.903,1.0,
514,06/08/24 04:15:00 PM,16.903,3.0,
515,06/08/24 04:30:00 PM,16.999,6.0,
516,06/08/24 04:45:00 PM,17.094,1.0,
517,06/08/24 05:00:00 PM,17.094,3.0,
518,06/08/24 05:15:00 PM,17.189,5.0,
519,06/08/24 05:30:00 PM,17.284,7.0,
520,06/08/24 05:45:00 PM,17.284,126.0,
521,06/08/24 06:00:00 PM,17.379,34.0,
522,06/08/24 06:15:00 PM,17.475,32.0,
523,06/08/24 06:30:00 PM,17.475,26.0,
524,06/08/24 06:45:00 PM,17.475,22.0,
525,06/08/24 07:00:00 PM,17.379,13.0,
526,06/08/24 07:15:00 PM,17.284,11.0,
527,06/08/24 07:30:00 PM,17.189,7.0,
528,06/08/24 07:45:00 PM,17.094,1.0,
529,06/08/24 08:00:00 PM,17.094,1.0,
530,06/08/24 08:15:00 PM,17.094,0.0,
531,06/08/24 08:30:00 PM,17.094,0.0,
