reading.no,date.time,temp.C,Intensity.lum.per.sqft
1,5/8/2025 8:00,20.901,0
2,5/8/2025 8:15,20.901,0
3,5/8/2025 8:30,20.901,0
4,5/8/2025 8:45,20.901,0
5,5/8/2025 9:00,20.901,0
6,5/8/2025 9:15,20.901,0
7,5/8/2025 9:30,20.996,0
8,5/8/2025 9:45,20.996,2
9,5/8/2025 10:00,21.187,4
10,5/8/2025 10:15,21.282,4
11,5/8/2025 10:30,21.378,4
12,5/8/2025 10:45,21.378,4
13,5/8/2025 11:00,21.664,124
14,5/8/2025 11:15,22.812,14
15,5/8/2025 11:30,36.403,6656
16,5/8/2025 11:45,25.513,4608
17,5/8/2025 12:00,17.95,4096
18,5/8/2025 12:15,18.14,4864
19,5/8/2025 12:30,18.14,3584
20,5/8/2025 12:45,18.236,3328
21,5/8/2025 13:00,18.236,3712
22,5/8/2025 13:15,18.14,4096
23,5/8/2025 13:30,18.236,2944
24,5/8/2025 13:45,18.331,2432
25,5/8/2025 14:00,18.14,2432
26,5/8/2025 14:15,18.14,4096
27,5/8/2025 14:30,18.14,2688
28,5/8/2025 14:45,18.236,3328
29,5/8/2025 15:00,18.045,3200
30,5/8/2025 15:15,17.95,2048
31,5/8/2025 15:30,17.855,2304
32,5/8/2025 15:45,17.665,1344
33,5/8/2025 16:00,17.57,1536
34,5/8/2025 16:15,17.094,1280
35,5/8/2025 16:30,16.999,1408
36,5/8/2025 16:45,16.903,992
37,5/8/2025 17:00,16.808,960
38,5/8/2025 17:15,16.808,768
39,5/8/2025 17:30,16.713,608
40,5/8/2025 17:45,16.618,400
41,5/8/2025 18:00,16.618,432
42,5/8/2025 18:15,16.523,248
43,5/8/2025 18:30,16.427,200
44,5/8/2025 18:45,16.523,144
45,5/8/2025 19:00,16.427,99
46,5/8/2025 19:15,16.427,53
47,5/8/2025 19:30,16.332,26
48,5/8/2025 19:45,16.427,10
49,5/8/2025 20:00,16.427,1
50,5/8/2025 20:15,16.523,0
51,5/8/2025 20:30,16.523,0
52,5/8/2025 20:45,16.523,0
53,5/8/2025 21:00,16.523,0
54,5/8/2025 21:15,16.523,0
55,5/8/2025 21:30,16.618,0
56,5/8/2025 21:45,16.713,0
57,5/8/2025 22:00,16.713,0
58,5/8/2025 22:15,16.713,0
59,5/8/2025 22:30,16.713,0
60,5/8/2025 22:45,16.713,0
61,5/8/2025 23:00,16.618,0
62,5/8/2025 23:15,16.618,0
63,5/8/2025 23:30,16.618,0
64,5/8/2025 23:45,16.618,0
65,5/9/2025 0:00,16.618,0
66,5/9/2025 0:15,16.618,0
67,5/9/2025 0:30,16.332,0
68,5/9/2025 0:45,16.046,0
69,5/9/2025 1:00,16.141,0
70,5/9/2025 1:15,16.141,0
71,5/9/2025 1:30,16.046,0
72,5/9/2025 1:45,16.046,0
73,5/9/2025 2:00,15.951,0
74,5/9/2025 2:15,15.855,0
75,5/9/2025 2:30,15.855,0
76,5/9/2025 2:45,15.76,0
77,5/9/2025 3:00,15.76,0
78,5/9/2025 3:15,15.855,0
79,5/9/2025 3:30,15.664,0
80,5/9/2025 3:45,15.76,0
81,5/9/2025 4:00,15.76,0
82,5/9/2025 4:15,15.569,0
83,5/9/2025 4:30,15.569,0
84,5/9/2025 4:45,15.473,0
85,5/9/2025 5:00,15.569,0
86,5/9/2025 5:15,16.046,0
87,5/9/2025 5:30,15.951,8
88,5/9/2025 5:45,16.237,50
89,5/9/2025 6:00,15.664,83
90,5/9/2025 6:15,15.569,91
91,5/9/2025 6:30,15.473,78
92,5/9/2025 6:45,15.569,176
93,5/9/2025 7:00,15.664,272
94,5/9/2025 7:15,15.664,224
95,5/9/2025 7:30,15.855,576
96,5/9/2025 7:45,15.951,608
97,5/9/2025 8:00,16.618,992
98,5/9/2025 8:15,16.427,800
99,5/9/2025 8:30,16.332,1408
100,5/9/2025 8:45,16.427,1408
101,5/9/2025 9:00,16.618,2176
102,5/9/2025 9:15,16.523,1408
103,5/9/2025 9:30,16.903,1728
104,5/9/2025 9:45,17.094,1984
105,5/9/2025 10:00,16.999,1600
106,5/9/2025 10:15,17.57,4608
107,5/9/2025 10:30,17.475,2304
108,5/9/2025 10:45,17.094,1152
109,5/9/2025 11:00,17.094,992
110,5/9/2025 11:15,17.189,992
111,5/9/2025 11:30,17.57,1920
112,5/9/2025 11:45,17.189,992
113,5/9/2025 12:00,17.094,1152
114,5/9/2025 12:15,16.999,896
