"site.id","latitude","longitude","date","median.T","sst_jpl","sst_jpl_n4","sst_jpl_ID2_16","sst_jpl_interp"
"AQ",42.53003,-70.852886,2024-05-07,11.236,10.548,10.548,10.5490173077337,10.548
"AQ",42.53003,-70.852886,2024-05-08,11.334,10.645,10.645,10.6465409430063,10.645
"AQ",42.53003,-70.852886,2024-05-09,11.041,10.458,10.458,10.4616930609736,10.458
"AQ",42.53003,-70.852886,2024-05-10,11.334,10.408,10.408,10.414576915592,10.408
"AQ",42.53003,-70.852886,2024-05-11,11.334,10.434,10.434,10.4424620594842,10.434
"AQ",42.53003,-70.852886,2024-05-12,11.431,11.074,11.074,11.0769905279896,11.074
"AQ",42.53003,-70.852886,2024-05-13,11.819,11.379,11.379,11.3784605914553,11.379
"AQ",42.53003,-70.852886,2024-05-14,13.269,11.462,11.462,11.4617252117905,11.462
"AQ",42.53003,-70.852886,2024-05-15,12.98,11.41,11.41,11.4116348092791,11.41
"AQ",42.53003,-70.852886,2024-05-16,13.076,11.791,11.791,11.7925205386999,11.791
"AQ",42.53003,-70.852886,2024-05-17,13.269,11.867,11.867,11.8687856911543,11.867
"AQ",42.53003,-70.852886,2024-05-18,13.606,11.676,11.676,11.6779386811736,11.676
"AQ",42.53003,-70.852886,2024-05-19,13.269,11.719,11.719,11.7230229599473,11.719
"AQ",42.53003,-70.852886,2024-05-20,13.076,12.125,12.125,12.1307484547358,12.125
"AQ",42.53003,-70.852886,2024-05-21,13.654,15.186,15.186,15.1898777998804,15.186
"AQ",42.53003,-70.852886,2024-05-22,14.134,14.593,14.593,14.5969720694224,14.593
"AQ",42.53003,-70.852886,2024-05-23,13.75,14.375,14.375,14.3794661306024,14.375
"AQ",42.53003,-70.852886,2024-05-24,11.431,14.463,14.463,14.4678811362728,14.463
"AQ",42.53003,-70.852886,2024-05-25,9.866,14.62,14.62,14.6248849009179,14.62
"AQ",42.53003,-70.852886,2024-05-26,12.207,14.601,14.601,14.6051314275957,14.601
"AQ",42.53003,-70.852886,2024-05-27,13.75,14.857,14.857,14.8589057855668,14.857
"AQ",42.53003,-70.852886,2024-05-28,14.661,15.185,15.185,15.1879965364995,15.185
"AQ",42.53003,-70.852886,2024-05-29,12.642,15.171,15.171,15.1752813694339,15.171
"AQ",42.53003,-70.852886,2024-05-30,14.038,14.789,14.789,14.7923539369598,14.789
"AQ",42.53003,-70.852886,2024-05-31,14.517,14.981,14.981,14.9835859961558,14.981
"AQ",42.53003,-70.852886,2024-06-01,15.187,15.424,15.424,15.4213971853375,15.424
"AQ",42.53003,-70.852886,2024-06-02,15.712,15.51,15.51,15.5085299503986,15.51
"AQ",42.53003,-70.852886,2024-06-03,16.046,15.38,15.38,15.3829628747877,15.38
"AQ",42.53003,-70.852886,2024-06-04,16.7605,15.93,15.93,15.9266942101407,15.93
"AQ",42.53003,-70.852886,2024-06-05,16.7605,16.28,16.28,16.27615437212,16.28
"AQ",42.53003,-70.852886,2024-06-06,13.846,16.043,16.043,16.0431082093697,16.043
"AQ",42.53003,-70.852886,2024-06-07,15.282,16.037,16.037,16.0383801739071,16.037
"AQ",42.53003,-70.852886,2024-06-08,14.996,16.085,16.085,16.0865905364686,16.085
"AQ",42.53003,-70.852886,2024-06-09,10.553,15.967,15.967,15.9695274093646,15.967
"AQ",42.53003,-70.852886,2024-06-10,11.528,15.943,15.943,15.945363445801,15.943
"AQ",42.53003,-70.852886,2024-06-11,12.304,16.102,16.102,16.1043597984524,16.102
"AQ",42.53003,-70.852886,2024-06-12,13.558,16.384,16.384,16.3875222058259,16.384
"AQ",42.53003,-70.852886,2024-06-13,14.948,17.666,17.666,17.6688900920771,17.666
"AQ",42.53003,-70.852886,2024-06-14,14.709,17.605,17.605,17.6087593277954,17.605
"AQ",42.53003,-70.852886,2024-06-15,12.7385,17.621,17.621,17.6248031790502,17.621
"AQ",42.53003,-70.852886,2024-06-16,12.9315,17.652,17.652,17.6559355153695,17.652
"AQ",42.53003,-70.852886,2024-06-17,14.9,17.709,17.709,17.713249054376,17.709
"AQ",42.53003,-70.852886,2024-06-18,14.9,17.406,17.406,17.4100054978406,17.406
"AQ",42.53003,-70.852886,2024-06-19,12.013,17.248,17.248,17.2525507553963,17.248
"AQ",42.53003,-70.852886,2024-06-20,10.553,17.353,17.353,17.3554823825355,17.353
"AQ",42.53003,-70.852886,2024-06-21,10.748,17.569,17.569,17.5696978423778,17.569
"AQ",42.53003,-70.852886,2024-06-22,12.69,17.919,17.919,17.920038096177,17.919
"AQ",42.53003,-70.852886,2024-06-23,15.0435,18.345,18.345,18.3459856732911,18.345
"AQ",42.53003,-70.852886,2024-06-24,15.664,17.677,17.677,17.6772111264214,17.677
"AQ",42.53003,-70.852886,2024-06-25,10.846,17.619,17.619,17.6191492734359,17.619
"AQ",42.53003,-70.852886,2024-06-26,14.421,17.433,17.433,17.4351386061626,17.433
"AQ",42.53003,-70.852886,2024-06-27,14.325,17.349,17.349,17.3500169401978,17.349
"AQ",42.53003,-70.852886,2024-06-28,12.883,17.153,17.153,17.154192704772,17.153
"AQ",42.53003,-70.852886,2024-06-29,13.558,17.305,17.305,17.3061712686205,17.305
"AQ",42.53003,-70.852886,2024-06-30,14.134,17.26,17.26,17.2635352241141,17.26
"AQ",42.53003,-70.852886,2024-07-01,13.173,17.114,17.114,17.118303776343,17.114
"AQ",42.53003,-70.852886,2024-07-02,12.98,17.122,17.122,17.1257666156446,17.122
"AQ",42.53003,-70.852886,2024-07-03,13.654,16.93,16.93,16.9341808380531,16.93
"AQ",42.53003,-70.852886,2024-07-04,15.091,17.149,17.149,17.1522798296145,17.149
"AQ",42.53003,-70.852886,2024-07-05,14.517,17.772,17.772,17.7756789629798,17.772
"AQ",42.53003,-70.852886,2024-07-06,13.317,18.157,18.157,18.159750904398,18.157
"AQ",42.53003,-70.852886,2024-07-07,12.3525,19.301,19.301,19.3011335713224,19.301
"AQ",42.53003,-70.852886,2024-07-08,11.819,19.34,19.34,19.3401321618884,19.34
"AQ",42.53003,-70.852886,2024-07-09,12.594,19.312,19.312,19.3130954045545,19.312
"AQ",42.53003,-70.852886,2024-07-10,12.7865,19.18,19.18,19.1822777527586,19.18
"AQ",42.53003,-70.852886,2024-07-11,12.98,18.922,18.922,18.9252480349748,18.922
"AQ",42.53003,-70.852886,2024-07-12,12.401,18.346,18.346,18.3487041088158,18.346
"AQ",42.53003,-70.852886,2024-07-13,10.9925,18.41,18.41,18.4121072139929,18.41
"AQ",42.53003,-70.852886,2024-07-14,11.236,18.13,18.13,18.1324063399613,18.13
"AQ",42.53003,-70.852886,2024-07-15,11.528,18.077,18.077,18.0800533397067,18.077
"AQ",42.53003,-70.852886,2024-07-16,10.9925,18.084,18.084,18.0871578695667,18.084
"AQ",42.53003,-70.852886,2024-07-17,10.161,18.312,18.312,18.3152952596088,18.312
"AQ",42.53003,-70.852886,2024-07-18,11.236,18.492,18.492,18.4943153738761,18.492
"AQ",42.53003,-70.852886,2024-07-19,11.4795,18.418,18.418,18.4207420788412,18.418
"AQ",42.53003,-70.852886,2024-07-20,13.076,18.622,18.622,18.6244264692519,18.622
"AQ",42.53003,-70.852886,2024-07-21,13.028,18.933,18.933,18.9353775920009,18.933
"AQ",42.53003,-70.852886,2024-07-22,13.461,19.083,19.083,19.0858089502214,19.083
"AQ",42.53003,-70.852886,2024-07-23,14.517,18.706,18.706,18.7088877102097,18.706
"AQ",42.53003,-70.852886,2024-07-24,14.421,18.383,18.383,18.3859422593803,18.383
"AQ",42.53003,-70.852886,2024-07-25,14.709,18.904,18.904,18.9062786084208,18.904
"AQ",42.53003,-70.852886,2024-07-26,13.317,19.021,19.021,19.0238524795508,19.021
"AQ",42.53003,-70.852886,2024-07-27,13.269,18.559,18.559,18.5628158807251,18.559
"AQ",42.53003,-70.852886,2024-07-28,14.517,18.442,18.442,18.4458195174701,18.442
"AQ",42.53003,-70.852886,2024-07-29,14.9,18.781,18.781,18.7841074162673,18.781
"AQ",42.53003,-70.852886,2024-07-30,16.189,19.014,19.014,19.0187004557134,19.014
"AQ",42.53003,-70.852886,2024-07-31,17.094,19.382,19.382,19.3888609093788,19.382
"AQ",42.53003,-70.852886,2024-08-01,17.284,19.712,19.712,19.7158413737542,19.712
"AQ",42.53003,-70.852886,2024-08-02,15.951,19.813,19.813,19.815300607269,19.813
"AQ",42.53003,-70.852886,2024-08-03,17.76,19.828,19.828,19.8330668360541,19.828
"AQ",42.53003,-70.852886,2024-08-04,17.76,19.862,19.862,19.8660296909741,19.862
"AQ",42.53003,-70.852886,2024-08-05,16.618,19.598,19.598,19.602229247665,19.598
"AQ",42.53003,-70.852886,2024-08-06,17.8075,19.432,19.432,19.4293776569283,19.432
"AQ",42.53003,-70.852886,2024-08-07,18.331,18.402,18.402,18.4044900479934,18.402
"AQ",42.53003,-70.852886,2024-08-08,18.616,18.935,18.935,18.9394695079536,18.935
"AQ",42.53003,-70.852886,2024-08-09,19.092,19.355,19.355,19.3577502448314,19.355
"AQ",42.53003,-70.852886,2024-08-10,19.092,19.766,19.766,19.7710571644487,19.766
"AQ",42.53003,-70.852886,2024-08-11,16.141,19.607,19.607,19.6124454443183,19.607
"AQ",42.53003,-70.852886,2024-08-12,15.8075,19.525,19.525,19.528518164763,19.525
"AQ",42.53003,-70.852886,2024-08-13,14.23,19.47,19.47,19.4732983694581,19.47
"AQ",42.53003,-70.852886,2024-08-14,16.046,19.398,19.398,19.3997182225548,19.398
"AQ",42.53003,-70.852886,2024-08-15,18.188,19.73,19.73,19.7340783752493,19.73
"AQ",42.53003,-70.852886,2024-08-16,18.996,19.789,19.789,19.7904307656554,19.789
"AQ",42.53003,-70.852886,2024-08-17,19.377,19.658,19.658,19.6609346570279,19.658
"AQ",42.53003,-70.852886,2024-08-18,19.758,19.821,19.821,19.822866377337,19.821
"AQ",42.53003,-70.852886,2024-08-19,19.567,19.753,19.753,19.7542523967919,19.753
"AQ",42.53003,-70.852886,2024-08-20,19.187,19.521,19.521,19.5219289700904,19.521
"AQ",42.53003,-70.852886,2024-08-21,14.9,18.979,18.979,18.9821433270973,18.979
"AQ",42.53003,-70.852886,2024-08-22,16.237,18.88,18.88,18.8830932332474,18.88
"AQ",42.53003,-70.852886,2024-08-23,16.237,18.975,18.975,18.9774475130799,18.975
"AQ",42.53003,-70.852886,2024-08-24,16.523,19.092,19.092,19.0924136182271,19.092
"AQ",42.53003,-70.852886,2024-08-25,17.094,19.082,19.082,19.0823121085084,19.082
"AQ",42.53003,-70.852886,2024-08-26,17.379,19.096,19.096,19.0985592693355,19.096
"AQ",42.53003,-70.852886,2024-08-27,18.426,19.182,19.182,19.1840366954,19.182
"AQ",42.53003,-70.852886,2024-08-28,19.662,19.271,19.271,19.2712962465554,19.271
"AQ",42.53003,-70.852886,2024-08-29,18.806,19.131,19.131,19.12999699964,19.131
"AQ",42.53003,-70.852886,2024-08-30,18.521,19.081,19.081,19.0787403332735,19.081
"AQ",42.53003,-70.852886,2024-08-31,19.092,19.194,19.194,19.191207547561,19.194
"AQ",42.53003,-70.852886,2024-09-01,19.758,19.386,19.386,19.3793989158714,19.386
"AQ",42.53003,-70.852886,2024-09-02,18.8535,19.513,19.513,19.50100930571,19.513
"AQ",42.53003,-70.852886,2024-09-03,18.616,19.016,19.016,19.0152187497195,19.016
"AQ",42.53003,-70.852886,2024-09-04,17.379,18.152,18.152,18.1604687477176,18.152
"AQ",42.53003,-70.852886,2024-09-05,17.95,18.099,18.099,18.1083945275055,18.099
"AQ",42.53003,-70.852886,2024-09-06,18.331,18.184,18.184,18.1870028485508,18.184
"AQ",42.53003,-70.852886,2024-09-07,18.616,18.347,18.347,18.3471020662266,18.347
"AQ",42.53003,-70.852886,2024-09-08,18.711,18.396,18.396,18.3949155158349,18.396
"AQ",42.53003,-70.852886,2024-09-09,16.475,17.64,17.64,17.6437177520923,17.64
"AQ",42.53003,-70.852886,2024-09-10,14.9,16.957,16.957,16.9661781311898,16.957
"AQ",42.53003,-70.852886,2024-09-11,15.378,17.104,17.104,17.1092117904925,17.104
"AQ",42.53003,-70.852886,2024-09-12,16.618,18.032,18.032,18.0323011187373,18.032
"AQ",42.53003,-70.852886,2024-09-13,17.284,18.103,18.103,18.1058848952858,18.103
"AQ",42.53003,-70.852886,2024-09-14,17.665,18.225,18.225,18.2269166477814,18.225
"AQ",42.53003,-70.852886,2024-09-15,18.426,18.344,18.344,18.3447812323721,18.344
"AQ",42.53003,-70.852886,2024-09-16,18.521,18.453,18.453,18.4547071798795,18.453
"AQ",42.53003,-70.852886,2024-09-17,18.2835,18.5,18.5,18.4986073412414,18.5
"AQ",42.53003,-70.852886,2024-09-18,17.189,18.537,18.537,18.5352727287332,18.537
"AQ",42.53003,-70.852886,2024-09-19,16.713,18.707,18.707,18.7073756670078,18.707
"AQ",42.53003,-70.852886,2024-09-20,16.618,19.599,19.599,19.6004615583742,19.599
"AQ",42.53003,-70.852886,2024-09-21,16.7605,18.874,18.874,18.8756881897606,18.874
"AQ",42.53003,-70.852886,2024-09-22,16.903,18.351,18.351,18.3525735130173,18.351
"AQ",42.53003,-70.852886,2024-09-23,16.903,16.633,16.633,16.6335766969785,16.633
"AQ",42.53003,-70.852886,2024-09-24,16.999,16.637,16.637,16.637078763313,16.637
"AQ",42.53003,-70.852886,2024-09-25,17.094,16.635,16.635,16.6352994985228,16.635
"AQ",42.53003,-70.852886,2024-09-26,17.094,16.575,16.575,16.5754621250549,16.575
"AQ",42.53003,-70.852886,2024-09-27,17.189,16.972,16.972,16.9719047196149,16.972
"AQ",42.53003,-70.852886,2024-09-28,17.475,17.038,17.038,17.0377959070585,17.038
"AQ",42.53003,-70.852886,2024-09-29,17.665,17.104,17.104,17.1036219451803,17.104
"AQ",42.53003,-70.852886,2024-09-30,17.76,17.115,17.115,17.114621242743,17.115
"AQ",42.53003,-70.852886,2024-10-01,17.76,17.119,17.119,17.1186446041174,17.119
"AQ",42.53003,-70.852886,2024-10-02,17.665,17.151,17.151,17.150950027548,17.151
"AQ",42.53003,-70.852886,2024-10-03,17.665,17.118,17.118,17.1184906967745,17.118
"AQ",42.53003,-70.852886,2024-10-04,17.76,17.142,17.142,17.1423163886642,17.142
"AQ",42.53003,-70.852886,2024-10-05,17.76,17.071,17.071,17.0714643177874,17.071
"AQ",42.53003,-70.852886,2024-10-06,17.665,16.934,16.934,16.9355234214575,16.934
"AQ",42.53003,-70.852886,2024-10-07,17.284,16.748,16.748,16.7496820438124,16.748
"AQ",42.53003,-70.852886,2024-10-08,17.094,16.237,16.237,16.2396944648338,16.237
"AQ",42.53003,-70.852886,2024-10-09,16.808,16.046,16.046,16.0483812768668,16.046
"AQ",42.53003,-70.852886,2024-10-10,15.951,15.705,15.705,15.7072725384619,15.705
"AQ",42.53003,-70.852886,2024-10-11,15.091,15.243,15.243,15.2457316610169,15.243
"AQ",42.53003,-70.852886,2024-10-12,14.804,15.076,15.076,15.0818993613221,15.076
"AQ",42.53003,-70.852886,2024-10-13,14.421,15.426,15.426,15.4291570909315,15.426
"AQ",42.53003,-70.852886,2024-10-14,14.23,15.613,15.613,15.614132881398,15.613
"AQ",42.53003,-70.852886,2024-10-15,13.702,14.51,14.51,14.5114994765969,14.51
"AQ",42.53003,-70.852886,2024-10-16,13.269,13.577,13.577,13.5787176000694,13.577
"AQ",42.53003,-70.852886,2024-10-17,12.787,13.398,13.398,13.4001166506057,13.398
"AQ",42.53003,-70.852886,2024-10-18,12.497,13.329,13.329,13.330462467009,13.329
"AQ",42.53003,-70.852886,2024-10-19,12.401,13.269,13.269,13.2707025225878,13.269
"AQ",42.53003,-70.852886,2024-10-20,12.497,13.474,13.474,13.4751168973662,13.474
"AQ",42.53003,-70.852886,2024-10-21,12.787,13.388,13.388,13.3925101263497,13.388
"AQ",42.53003,-70.852886,2024-10-22,12.98,13.634,13.634,13.6386752995482,13.634
"AQ",42.53003,-70.852886,2024-10-23,13.461,14.003,14.003,14.0055253773562,14.003
"AQ",42.53003,-70.852886,2024-10-24,13.461,14.115,14.115,14.1166486028962,14.115
"AQ",42.53003,-70.852886,2024-10-25,13.365,13.876,13.876,13.8783631376297,13.876
"AQ",42.53003,-70.852886,2024-10-26,13.269,13.543,13.543,13.5449928409076,13.543
"AQ",42.53003,-70.852886,2024-10-27,12.69,12.47,12.47,12.477271706363,12.47
"AQ",42.53003,-70.852886,2024-10-28,12.013,12.267,12.267,12.2692127985616,12.267
"AQ",42.53003,-70.852886,2024-10-29,11.7705,12.037,12.037,12.0381446113525,12.037
"AQ",42.53003,-70.852886,2024-10-30,11.722,11.764,11.764,11.7638300330841,11.764
"AQ",42.53003,-70.852886,2024-10-31,11.722,12.053,12.053,12.0541930275618,12.053
"AQ",42.53003,-70.852886,2024-11-01,12.207,12.225,12.225,12.2261655824308,12.225
"AQ",42.53003,-70.852886,2024-11-02,11.916,12.102,12.102,12.1038262394146,12.102
"AQ",42.53003,-70.852886,2024-11-03,11.528,12.229,12.229,12.2289529243477,12.229
"AQ",42.53003,-70.852886,2024-11-04,11.236,12.385,12.385,12.3850361659608,12.385
"AQ",42.53003,-70.852886,2024-11-05,11.334,12.675,12.675,12.6754814406554,12.675
"AQ",42.53003,-70.852886,2024-11-06,11.819,12.241,12.241,12.2412785466654,12.241
"AQ",42.53003,-70.852886,2024-11-07,12.013,11.696,11.696,11.6991288767412,11.696
"AQ",42.53003,-70.852886,2024-11-08,11.722,11.632,11.632,11.634506718722,11.632
"AQ",42.53003,-70.852886,2024-11-09,11.236,11.611,11.611,11.6124073537672,11.611
"AQ",42.53003,-70.852886,2024-11-10,10.846,11.517,11.517,11.5187553107706,11.517
"AQ",42.53003,-70.852886,2024-11-11,11.041,11,11,11.001960097818,11
"AQ",42.53003,-70.852886,2024-11-12,10.944,10.843,10.843,10.8466290494242,10.843
"AQ",42.53003,-70.852886,2024-11-13,10.357,10.621,10.621,10.6251438463742,10.621
"AQ",42.53003,-70.852886,2024-11-14,9.965,10.898,10.898,10.9004362839767,10.898
"AQ",42.53003,-70.852886,2024-11-15,9.373,10.98,10.98,10.9803735684452,10.98
"AQ",42.53003,-70.852886,2024-11-16,9.275,10.374,10.374,10.3778038530184,10.374
"AQ",42.53003,-70.852886,2024-11-17,9.176,10.271,10.271,10.2751924654357,10.271
"AQ",42.53003,-70.852886,2024-11-18,9.2255,10.447,10.447,10.4487784351195,10.447
"AQ",42.53003,-70.852886,2024-11-19,9.373,10.435,10.435,10.4363391038872,10.435
"AQ",42.53003,-70.852886,2024-11-20,9.324,10.533,10.533,10.5350532683934,10.533
"AQ",42.53003,-70.852886,2024-11-21,9.669,10.4,10.4,10.3997884109305,10.4
"AQ",42.53003,-70.852886,2024-11-22,9.7185,9.995,9.995,9.99347891641607,9.995
"AQ",42.53003,-70.852886,2024-11-23,9.669,9.931,9.931,9.93023399532769,9.931
"AQ",42.53003,-70.852886,2024-11-24,9.275,9.377,9.377,9.37725809393285,9.377
"AQ",42.53003,-70.852886,2024-11-25,8.978,9.294,9.294,9.29653506622117,9.294
"AQ",42.53003,-70.852886,2024-11-26,8.779,9.487,9.487,9.48729765617604,9.487
"AQ",42.53003,-70.852886,2024-11-27,8.481,9.507,9.507,9.50785162634799,9.507
"AQ",42.53003,-70.852886,2024-11-28,8.581,9.615,9.615,9.61461703091927,9.615
"AQ",42.53003,-70.852886,2024-11-29,8.182,9.578,9.578,9.57673943776258,9.578
"AQ",42.53003,-70.852886,2024-11-30,7.882,9.284,9.284,9.28166831194727,9.284
"AQ",42.53003,-70.852886,2024-12-01,7.682,9.13,9.13,9.1280596671976,9.13
"AQ",42.53003,-70.852886,2024-12-02,7.481,9.108,9.108,9.10553975991111,9.108
"AQ",42.53003,-70.852886,2024-12-03,6.978,9.072,9.072,9.06927152482842,9.072
"AQ",42.53003,-70.852886,2024-12-04,6.877,8.995,8.995,8.99365341117493,8.995
"AQ",42.53003,-70.852886,2024-12-05,6.674,8.934,8.934,8.93276812331218,8.934
"AQ",42.53003,-70.852886,2024-12-06,6.6235,8.806,8.806,8.80316166578635,8.806
"AQ",42.53003,-70.852886,2024-12-07,6.268,8.848,8.848,8.8448963727218,8.848
"AQ",42.53003,-70.852886,2024-12-08,6.166,8.79,8.79,8.78734036588247,8.79
"AQ",42.53003,-70.852886,2024-12-09,6.674,8.78,8.78,8.77909154030865,8.78
"AQ",42.53003,-70.852886,2024-12-10,6.471,8.753,8.753,8.75289153320191,8.753
"AQ",42.53003,-70.852886,2024-12-11,6.674,8.478,8.478,8.47718794055924,8.478
"AQ",42.53003,-70.852886,2024-12-12,6.674,8.306,8.306,8.3048469598206,8.306
"AQ",42.53003,-70.852886,2024-12-13,6.674,8.116,8.116,8.11273856135085,8.116
"AQ",42.53003,-70.852886,2024-12-14,6.268,7.847,7.847,7.8437300512989,7.847
"AQ",42.53003,-70.852886,2024-12-15,6.166,7.761,7.761,7.75830116441045,7.761
"AQ",42.53003,-70.852886,2024-12-16,6.166,7.836,7.836,7.83257271069464,7.836
"AQ",42.53003,-70.852886,2024-12-17,6.471,7.918,7.918,7.91549571778425,7.918
"AQ",42.53003,-70.852886,2024-12-18,6.674,7.548,7.548,7.54729468653325,7.548
"AQ",42.53003,-70.852886,2024-12-19,6.775,7.406,7.406,7.40549917656717,7.406
"AQ",42.53003,-70.852886,2024-12-20,6.7245,7.231,7.231,7.22970698397009,7.231
"AQ",42.53003,-70.852886,2024-12-21,6.064,7.039,7.039,7.03359130256811,7.039
"AQ",42.53003,-70.852886,2024-12-22,5.552,7.153,7.153,7.14843461430041,7.153
"AQ",42.53003,-70.852886,2024-12-23,4.831,6.966,6.966,6.96336674029465,6.966
"AQ",42.53003,-70.852886,2024-12-24,4.519,6.959,6.959,6.95642140673211,6.959
"AQ",42.53003,-70.852886,2024-12-25,4.727,6.719,6.719,6.71863610841868,6.719
"AQ",42.53003,-70.852886,2024-12-26,4.519,6.387,6.387,6.38644609777895,6.387
"AQ",42.53003,-70.852886,2024-12-27,4.519,6.235,6.235,6.23484382548059,6.235
"AQ",42.53003,-70.852886,2024-12-28,4.415,6.406,6.406,6.40545514186575,6.406
"AQ",42.53003,-70.852886,2024-12-29,4.8825,6.937,6.937,6.93643546302891,6.937
"AQ",42.53003,-70.852886,2024-12-30,5.141,6.935,6.935,6.93390695705888,6.935
"AQ",42.53003,-70.852886,2024-12-31,5.141,6.794,6.794,6.79059188956939,6.794
"AQ",42.53003,-70.852886,2025-01-01,5.45,6.731,6.731,6.72746468286222,6.731
"AQ",42.53003,-70.852886,2025-01-02,5.1925,6.475,6.475,6.47117822930317,6.475
"AQ",42.53003,-70.852886,2025-01-03,4.831,6.504,6.504,6.49959516475217,6.504
"AQ",42.53003,-70.852886,2025-01-04,4.623,6.584,6.584,6.58033833911393,6.584
"AQ",42.53003,-70.852886,2025-01-05,4.519,6.558,6.558,6.55521041307264,6.558
"AQ",42.53003,-70.852886,2025-01-06,3.893,6.566,6.566,6.56366891480899,6.566
"AQ",42.53003,-70.852886,2025-01-07,3.893,6.385,6.385,6.38243741704999,6.385
"AQ",42.53003,-70.852886,2025-01-08,4.415,6.01,6.01,6.00569351818759,6.01
"AQ",42.53003,-70.852886,2025-01-09,4.623,5.626,5.626,5.62379773213118,5.626
"AQ",42.53003,-70.852886,2025-01-10,4.207,5.599,5.599,5.59697545594162,5.599
"AQ",42.53003,-70.852886,2025-01-11,4.207,5.658,5.658,5.65648295354785,5.658
"AQ",42.53003,-70.852886,2025-01-12,3.683,5.486,5.486,5.48396766172449,5.486
"AQ",42.53003,-70.852886,2025-01-13,3.788,5.129,5.129,5.12539418272236,5.129
"AQ",42.53003,-70.852886,2025-01-14,3.367,4.808,4.808,4.80137543320338,4.808
"AQ",42.53003,-70.852886,2025-01-15,3.208,4.606,4.606,4.60066186723683,4.606
"AQ",42.53003,-70.852886,2025-01-16,3.049,4.697,4.697,4.69197733900985,4.697
"AQ",42.53003,-70.852886,2025-01-17,2.943,4.864,4.864,4.85945054095773,4.864
"AQ",42.53003,-70.852886,2025-01-18,3.261,4.998,4.998,4.99397983341781,4.998
"AQ",42.53003,-70.852886,2025-01-19,2.943,4.679,4.679,4.67531384082024,4.679
"AQ",42.53003,-70.852886,2025-01-20,2.837,4.544,4.544,4.54189768291432,4.544
"AQ",42.53003,-70.852886,2025-01-21,2.4635,4.313,4.313,4.31247668143725,4.313
"AQ",42.53003,-70.852886,2025-01-22,2.624,4.147,4.147,4.14147120026789,4.147
"AQ",42.53003,-70.852886,2025-01-23,2.088,4.114,4.114,4.10997996130859,4.114
"AQ",42.53003,-70.852886,2025-01-24,2.088,3.868,3.868,3.86313091881384,3.868
"AQ",42.53003,-70.852886,2025-01-25,1.656,4.04,4.04,4.03568132266434,4.04
"AQ",42.53003,-70.852886,2025-01-26,1.656,4.322,4.322,4.31887297980887,4.322
"AQ",42.53003,-70.852886,2025-01-27,1.764,4.176,4.176,4.17379564388522,4.176
"AQ",42.53003,-70.852886,2025-01-28,1.98,4.084,4.084,4.08130616523858,4.084
"AQ",42.53003,-70.852886,2025-01-29,1.98,4.171,4.171,4.16693263297258,4.171
"AQ",42.53003,-70.852886,2025-01-30,1.764,4.192,4.192,4.18827372465294,4.192
"AQ",42.53003,-70.852886,2025-01-31,1.818,4.089,4.089,4.08571663145683,4.089
"AQ",42.53003,-70.852886,2025-02-01,1.656,3.89,3.89,3.88571790171976,3.89
"AQ",42.53003,-70.852886,2025-02-02,1.221,3.696,3.696,3.6913657279551,3.696
"AQ",42.53003,-70.852886,2025-02-03,1.4935,3.864,3.864,3.86018633821494,3.864
"AQ",42.53003,-70.852886,2025-02-04,1.872,3.936,3.936,3.93224099189875,3.936
"AQ",42.53003,-70.852886,2025-02-05,1.764,3.978,3.978,3.97559544542886,3.978
"AQ",42.53003,-70.852886,2025-02-06,1.548,3.856,3.856,3.85264850831288,3.856
"AQ",42.53003,-70.852886,2025-02-07,1.439,4,4,3.99566910505336,4
"AQ",42.53003,-70.852886,2025-02-08,1.656,3.978,3.978,3.9728504159706,3.978
"AQ",42.53003,-70.852886,2025-02-09,1.656,3.726,3.726,3.72196353283155,3.726
"AQ",42.53003,-70.852886,2025-02-10,1.439,3.642,3.642,3.63764340567911,3.642
"AQ",42.53003,-70.852886,2025-02-11,1.439,3.762,3.762,3.7589281016111,3.762
"AQ",42.53003,-70.852886,2025-02-12,1.548,3.797,3.797,3.79408316326557,3.797
"AQ",42.53003,-70.852886,2025-02-13,1.872,3.666,3.666,3.66288538610091,3.666
"AQ",42.53003,-70.852886,2025-02-14,1.548,3.479,3.479,3.47489475035595,3.479
"AQ",42.53003,-70.852886,2025-02-15,1.439,3.436,3.436,3.43166680237673,3.436
"AQ",42.53003,-70.852886,2025-02-16,1.764,3.048,3.048,3.04459578726883,3.048
"AQ",42.53003,-70.852886,2025-02-17,1.33,3.036,3.036,3.03293095336719,3.036
"AQ",42.53003,-70.852886,2025-02-18,0.893,3.037,3.037,3.03683691703339,3.037
"AQ",42.53003,-70.852886,2025-02-19,1.221,3.192,3.192,3.19057663470941,3.192
"AQ",42.53003,-70.852886,2025-02-20,1.33,2.9,2.9,2.89651887147254,2.9
"AQ",42.53003,-70.852886,2025-02-21,1.439,2.324,2.324,2.32339773020057,2.324
"AQ",42.53003,-70.852886,2025-02-22,1.548,2.19,2.19,2.18949301437719,2.19
"AQ",42.53003,-70.852886,2025-02-23,1.764,2.49,2.49,2.48787491804243,2.49
"AQ",42.53003,-70.852886,2025-02-24,2.195,2.84,2.84,2.83741551965115,2.84
"AQ",42.53003,-70.852886,2025-02-25,2.303,2.629,2.629,2.63036435920826,2.629
"AQ",42.53003,-70.852886,2025-02-26,2.624,2.583,2.583,2.58472925842056,2.583
