site.id,date,sst_jpl
PV,2025-10-07,17.247
PV,2025-10-08,16.988
PV,2025-10-09,16.594
PV,2025-10-10,16.242
PV,2025-10-11,16.595
PV,2025-10-12,16.646
PV,2025-10-13,16.046
