site.id,date,sst_jpl
PV,2024-08-27,19.658
PV,2024-08-28,19.557
PV,2024-08-29,19.191
PV,2024-08-30,19.086
PV,2024-08-31,19.089
PV,2024-09-01,19.135
PV,2024-09-02,19.275
