site.id,date,sst_jpl
PV,2024-12-17,7.869
PV,2024-12-18,7.643
PV,2024-12-19,7.527
PV,2024-12-20,7.281
PV,2024-12-21,6.647
PV,2024-12-22,6.835
PV,2024-12-23,6.731
