site.id,date,sst_jpl
PV,2024-07-09,19.903
PV,2024-07-10,19.826
PV,2024-07-11,19.509
PV,2024-07-12,19.02
PV,2024-07-13,19.07
PV,2024-07-14,18.869
PV,2024-07-15,18.746
