site.id,date,sst_jpl
PV,2025-08-19,20.541
PV,2025-08-20,18.615
PV,2025-08-21,18.373
PV,2025-08-22,18.48
PV,2025-08-23,18.624
PV,2025-08-24,18.667
PV,2025-08-25,20.878
