site.id,date,sst_jpl
PV,2024-12-10,8.851
PV,2024-12-11,8.518
PV,2024-12-12,8.248
PV,2024-12-13,7.886
PV,2024-12-14,7.537
PV,2024-12-15,7.501
PV,2024-12-16,7.613
