site.id,date,sst_jpl
PV,2024-10-29,12.161
PV,2024-10-30,11.945
PV,2024-10-31,12.313
PV,2024-11-01,12.43
PV,2024-11-02,12.321
PV,2024-11-03,12.34
PV,2024-11-04,12.49
