site.id,date,sst_jpl
PV,2024-09-03,18.956
PV,2024-09-04,18.471
PV,2024-09-05,18.381
PV,2024-09-06,18.259
PV,2024-09-07,18.384
PV,2024-09-08,18.403
PV,2024-09-09,17.621
