site.id,date,sst_jpl
PV,2025-01-07,6.319
PV,2025-01-08,6.009
PV,2025-01-09,5.676
PV,2025-01-10,5.572
PV,2025-01-11,5.615
PV,2025-01-12,5.424
PV,2025-01-13,5.027
