site.id,date,sst_jpl
PV,2025-01-21,4.272
PV,2025-01-22,3.871
PV,2025-01-23,3.884
PV,2025-01-24,3.473
PV,2025-01-25,3.736
PV,2025-01-26,4.153
PV,2025-01-27,4.031
