site.id,date,sst_jpl
PV,2025-06-03,12.677
PV,2025-06-04,12.633
PV,2025-06-05,12.577
PV,2025-06-06,12.84
PV,2025-06-07,14.073
PV,2025-06-08,14.173
PV,2025-06-09,14.23
