site.id,date,sst_jpl
PV,2025-02-04,3.628
PV,2025-02-05,3.685
PV,2025-02-06,3.542
PV,2025-02-07,3.728
PV,2025-02-08,3.699
PV,2025-02-09,3.406
PV,2025-02-10,3.366
