site.id,date,sst_jpl
PV,2024-06-04,15.897
PV,2024-06-05,15.96
PV,2024-06-06,16.065
PV,2024-06-07,16.092
PV,2024-06-08,16.274
PV,2024-06-09,16.397
PV,2024-06-10,16.37
