site.id,date,sst_jpl
PV,2025-03-04,2.909
PV,2025-03-05,3.452
PV,2025-03-06,3.129
PV,2025-03-07,2.974
PV,2025-03-08,2.909
PV,2025-03-09,2.937
PV,2025-03-10,3.207
