site.id,date,sst_jpl
PV,2025-09-23,17.626
PV,2025-09-24,17.649
PV,2025-09-25,17.87
PV,2025-09-26,18.406
PV,2025-09-27,18.437
PV,2025-09-28,18.677
PV,2025-09-29,18.698
