site.id,date,sst_jpl
PV,2025-03-11,3.519
PV,2025-03-12,3.966
PV,2025-03-13,4.017
PV,2025-03-14,4.014
PV,2025-03-15,3.679
PV,2025-03-16,3.816
PV,2025-03-17,3.885
