site.id,date,sst_jpl
PV,2025-09-16,17.167
PV,2025-09-17,17.792
PV,2025-09-18,18.205
PV,2025-09-19,18.166
PV,2025-09-20,17.792
PV,2025-09-21,17.655
PV,2025-09-22,17.599
