site.id,date,sst_jpl
NB,2024-12-17,8.125
NB,2024-12-18,7.647
NB,2024-12-19,7.508
NB,2024-12-20,7.27
NB,2024-12-21,6.987
NB,2024-12-22,7.023
NB,2024-12-23,6.95
