site.id,date,sst_jpl
NB,2025-04-08,5.271
NB,2025-04-09,5.219
NB,2025-04-10,5.039
NB,2025-04-11,4.939
NB,2025-04-12,5.075
NB,2025-04-13,4.512
NB,2025-04-14,5.155
