site.id,date,sst_jpl
NB,2024-11-19,10.446
NB,2024-11-20,10.397
NB,2024-11-21,10.464
NB,2024-11-22,10.073
NB,2024-11-23,10.013
NB,2024-11-24,9.677
NB,2024-11-25,9.587
