site.id,date,sst_jpl
NB,2024-08-06,19.833
NB,2024-08-07,18.455
NB,2024-08-08,18.541
NB,2024-08-09,18.83
NB,2024-08-10,20.05
NB,2024-08-11,19.733
NB,2024-08-12,19.17
