site.id,date,sst_jpl
NB,2025-07-22,17.467
NB,2025-07-23,17.558
NB,2025-07-24,17.751
NB,2025-07-25,18.351
NB,2025-07-26,18.667
NB,2025-07-27,19.04
NB,2025-07-28,19.212
