site.id,date,sst_jpl
NB,2025-02-25,3.228
NB,2025-02-26,3.242
NB,2025-02-27,3.212
NB,2025-02-28,3.282
NB,2025-03-01,3.147
NB,2025-03-02,2.985
NB,2025-03-03,2.899
