site.id,date,sst_jpl
NB,2025-07-01,18.755
NB,2025-07-02,18.865
NB,2025-07-03,19.194
NB,2025-07-04,19.24
NB,2025-07-05,19.331
NB,2025-07-06,19.616
NB,2025-07-07,20.041
