site.id,date,sst_jpl
NB,2024-07-16,17.836
NB,2024-07-17,17.985
NB,2024-07-18,18.265
NB,2024-07-19,18.138
NB,2024-07-20,18.299
NB,2024-07-21,18.613
NB,2024-07-22,18.709
