site.id,date,sst_jpl
NB,2025-07-15,20.002
NB,2025-07-16,20.324
NB,2025-07-17,20.289
NB,2025-07-18,20.173
NB,2025-07-19,20.003
NB,2025-07-20,19.574
NB,2025-07-21,18.072
