site.id,date,sst_jpl
NB,2025-04-29,7.256
NB,2025-04-30,7.945
NB,2025-05-01,7.991
NB,2025-05-02,8.013
NB,2025-05-03,8.269
NB,2025-05-04,8.865
NB,2025-05-05,8.923
