site.id,date,sst_jpl
NB,2025-02-04,3.871
NB,2025-02-05,3.786
NB,2025-02-06,3.806
NB,2025-02-07,4.291
NB,2025-02-08,4.217
NB,2025-02-09,3.88
NB,2025-02-10,3.829
