site.id,date,sst_jpl
NB,2025-07-08,20.27
NB,2025-07-09,20.322
NB,2025-07-10,19.426
NB,2025-07-11,19.093
NB,2025-07-12,19.027
NB,2025-07-13,18.949
NB,2025-07-14,18.994
