site.id,date,sst_jpl
NB,2025-01-21,4.64
NB,2025-01-22,4.66
NB,2025-01-23,4.545
NB,2025-01-24,4.256
NB,2025-01-25,4.438
NB,2025-01-26,4.724
NB,2025-01-27,4.656
