site.id,date,sst_jpl
NB,2024-08-27,19.169
NB,2024-08-28,19.126
NB,2024-08-29,19.069
NB,2024-08-30,18.711
NB,2024-08-31,18.769
NB,2024-09-01,18.858
NB,2024-09-02,18.853
