site.id,date,sst_jpl
NB,2024-07-30,18.543
NB,2024-07-31,18.813
NB,2024-08-01,19.022
NB,2024-08-02,19.094
NB,2024-08-03,19.257
NB,2024-08-04,19.805
NB,2024-08-05,19.787
