site.id,date,sst_jpl
NB,2025-10-07,17.374
NB,2025-10-08,16.814
NB,2025-10-09,16.431
NB,2025-10-10,16.11
NB,2025-10-11,16.292
NB,2025-10-12,16.201
NB,2025-10-13,15.529
