site.id,date,sst_jpl
NB,2024-09-24,16.63
NB,2024-09-25,16.651
NB,2024-09-26,16.612
NB,2024-09-27,16.927
NB,2024-09-28,16.835
NB,2024-09-29,17.07
NB,2024-09-30,17.129
