site.id,date,sst_jpl
NB,2024-10-29,11.602
NB,2024-10-30,11.664
NB,2024-10-31,11.943
NB,2024-11-01,12.028
NB,2024-11-02,11.913
NB,2024-11-03,11.944
NB,2024-11-04,12.137
