"site_id","time","temp"
"AQ","2026-03-04T00:00:00.000000",2.56623935699463
"AQ","2026-03-04T01:00:00.000000",2.58224415779114
"AQ","2026-03-04T02:00:00.000000",2.59154748916626
"AQ","2026-03-04T03:00:00.000000",2.59642863273621
"AQ","2026-03-04T04:00:00.000000",2.59660577774048
"AQ","2026-03-04T05:00:00.000000",2.59446358680725
"AQ","2026-03-04T06:00:00.000000",2.58954000473022
"AQ","2026-03-04T07:00:00.000000",2.57947826385498
"AQ","2026-03-04T08:00:00.000000",2.57038831710815
"AQ","2026-03-04T09:00:00.000000",2.55914258956909
"AQ","2026-03-04T10:00:00.000000",2.55309367179871
"AQ","2026-03-04T11:00:00.000000",2.55754613876343
"AQ","2026-03-04T12:00:00.000000",2.56470394134521
"AQ","2026-03-04T13:00:00.000000",2.56866717338562
"AQ","2026-03-04T14:00:00.000000",2.57894110679626
"AQ","2026-03-04T15:00:00.000000",2.58913826942444
"AQ","2026-03-04T16:00:00.000000",2.59401512145996
"AQ","2026-03-04T17:00:00.000000",2.59315061569214
"AQ","2026-03-04T18:00:00.000000",2.58633136749268
"AQ","2026-03-04T19:00:00.000000",2.57565546035767
"AQ","2026-03-04T20:00:00.000000",2.56756329536438
"AQ","2026-03-04T21:00:00.000000",2.56281042098999
"AQ","2026-03-04T22:00:00.000000",2.5612804889679
"AQ","2026-03-04T23:00:00.000000",2.5629620552063
"AQ","2026-03-05T00:00:00.000000",2.56899738311768
"AQ","2026-03-05T01:00:00.000000",2.58006048202515
"AQ","2026-03-05T02:00:00.000000",2.59320902824402
"AQ","2026-03-05T03:00:00.000000",2.60515737533569
"AQ","2026-03-05T04:00:00.000000",2.61022710800171
"AQ","2026-03-05T05:00:00.000000",2.61169862747192
"AQ","2026-03-05T06:00:00.000000",2.61008715629578
"AQ","2026-03-05T07:00:00.000000",2.60217642784119
"AQ","2026-03-05T08:00:00.000000",2.59401082992554
"AQ","2026-03-05T09:00:00.000000",2.58549308776855
"AQ","2026-03-05T10:00:00.000000",2.57708263397217
"AQ","2026-03-05T11:00:00.000000",2.5755500793457
"AQ","2026-03-05T12:00:00.000000",2.58045983314514
"AQ","2026-03-05T13:00:00.000000",2.58997392654419
"AQ","2026-03-05T14:00:00.000000",2.59851169586182
"AQ","2026-03-05T15:00:00.000000",2.6008985042572
"AQ","2026-03-05T16:00:00.000000",2.60379767417908
"AQ","2026-03-05T17:00:00.000000",2.60316228866577
"AQ","2026-03-05T18:00:00.000000",2.59930300712585
"AQ","2026-03-05T19:00:00.000000",2.59338212013245
"AQ","2026-03-05T20:00:00.000000",2.58375310897827
"AQ","2026-03-05T21:00:00.000000",2.57093048095703
"AQ","2026-03-05T22:00:00.000000",2.5528621673584
"AQ","2026-03-05T23:00:00.000000",2.53670263290405
"AQ","2026-03-06T00:00:00.000000",2.528804063797
"AQ","2026-03-06T01:00:00.000000",2.52949261665344
"AQ","2026-03-06T02:00:00.000000",2.52562117576599
"AQ","2026-03-06T03:00:00.000000",2.49502158164978
"AQ","2026-03-06T04:00:00.000000",2.46437406539917
"AQ","2026-03-06T05:00:00.000000",2.46433854103088
"AQ","2026-03-06T06:00:00.000000",2.46218371391296
"AQ","2026-03-06T07:00:00.000000",2.45573210716248
"AQ","2026-03-06T08:00:00.000000",2.43971753120422
"AQ","2026-03-06T09:00:00.000000",2.41687631607056
"AQ","2026-03-06T10:00:00.000000",2.39737963676453
"AQ","2026-03-06T11:00:00.000000",2.37973141670227
"AQ","2026-03-06T12:00:00.000000",2.37023711204529
"AQ","2026-03-06T13:00:00.000000",2.36772108078003
"AQ","2026-03-06T14:00:00.000000",2.37172937393188
"AQ","2026-03-06T15:00:00.000000",2.37533020973206
"AQ","2026-03-06T16:00:00.000000",2.3766918182373
"AQ","2026-03-06T17:00:00.000000",2.37834215164185
"AQ","2026-03-06T18:00:00.000000",2.37823414802551
"AQ","2026-03-06T19:00:00.000000",2.37084341049194
"AQ","2026-03-06T20:00:00.000000",2.36028957366943
"AQ","2026-03-06T21:00:00.000000",2.35624504089355
"AQ","2026-03-06T22:00:00.000000",2.34839868545532
"AQ","2026-03-06T23:00:00.000000",2.33898782730103
"AQ","2026-03-07T00:00:00.000000",2.33106899261475
"AQ","2026-03-07T01:00:00.000000",2.32722806930542
"AQ","2026-03-07T02:00:00.000000",2.32906198501587
"AQ","2026-03-07T03:00:00.000000",2.33578395843506
"AQ","2026-03-07T04:00:00.000000",2.33720326423645
"AQ","2026-03-07T05:00:00.000000",2.3385066986084
"AQ","2026-03-07T06:00:00.000000",2.34276294708252
"AQ","2026-03-07T07:00:00.000000",2.34573674201965
"AQ","2026-03-07T08:00:00.000000",2.35263633728027
"AQ","2026-03-07T09:00:00.000000",2.35921955108643
"AQ","2026-03-07T10:00:00.000000",2.35801649093628
"AQ","2026-03-07T11:00:00.000000",2.35109686851501
"AQ","2026-03-07T12:00:00.000000",2.34428763389587
"AQ","2026-03-07T13:00:00.000000",2.34381055831909
"AQ","2026-03-07T14:00:00.000000",2.34873223304749
"AQ","2026-03-07T15:00:00.000000",2.36696887016296
"AQ","2026-03-07T16:00:00.000000",2.39067888259888
"AQ","2026-03-07T17:00:00.000000",2.4068284034729
"AQ","2026-03-07T18:00:00.000000",2.41739082336426
"AQ","2026-03-07T19:00:00.000000",2.4218316078186
"AQ","2026-03-07T20:00:00.000000",2.42033410072327
"AQ","2026-03-07T21:00:00.000000",2.41909718513489
"AQ","2026-03-07T22:00:00.000000",2.41979289054871
"AQ","2026-03-07T23:00:00.000000",2.40155982971191
"AQ","2026-03-08T00:00:00.000000",2.38873052597046
"AQ","2026-03-08T01:00:00.000000",2.39084315299988
"AQ","2026-03-08T02:00:00.000000",2.41718196868896
"AQ","2026-03-08T03:00:00.000000",2.46177458763123
"AQ","2026-03-08T04:00:00.000000",2.48998832702637
"AQ","2026-03-08T05:00:00.000000",2.50486636161804
"AQ","2026-03-08T06:00:00.000000",2.51256203651428
"AQ","2026-03-08T07:00:00.000000",2.51175761222839
"AQ","2026-03-08T08:00:00.000000",2.50665712356567
"AQ","2026-03-08T09:00:00.000000",2.4902081489563
"AQ","2026-03-08T10:00:00.000000",2.46731328964233
"AQ","2026-03-08T11:00:00.000000",2.44455409049988
"AQ","2026-03-08T12:00:00.000000",2.42524003982544
"AQ","2026-03-08T13:00:00.000000",2.42089414596558
"AQ","2026-03-08T14:00:00.000000",2.43349003791809
"AQ","2026-03-08T15:00:00.000000",2.46292185783386
"AQ","2026-03-08T16:00:00.000000",2.48518872261047
"AQ","2026-03-08T17:00:00.000000",2.49581742286682
"AQ","2026-03-08T18:00:00.000000",2.50229692459106
"AQ","2026-03-08T19:00:00.000000",2.50585889816284
"AQ","2026-03-08T20:00:00.000000",2.50614094734192
"AQ","2026-03-08T21:00:00.000000",2.49851632118225
"AQ","2026-03-08T22:00:00.000000",2.48336029052734
"AQ","2026-03-08T23:00:00.000000",2.46804285049438
"AQ","2026-03-09T00:00:00.000000",2.45815753936768
"AQ","2026-03-09T01:00:00.000000",2.45386958122253
"AQ","2026-03-09T02:00:00.000000",2.45756077766418
"AQ","2026-03-09T03:00:00.000000",2.46865200996399
"AQ","2026-03-09T04:00:00.000000",2.47486186027527
"AQ","2026-03-09T05:00:00.000000",2.47758412361145
"AQ","2026-03-09T06:00:00.000000",2.47811269760132
"AQ","2026-03-09T07:00:00.000000",2.47801733016968
"AQ","2026-03-09T08:00:00.000000",2.47796177864075
"AQ","2026-03-09T09:00:00.000000",2.47776770591736
"AQ","2026-03-09T10:00:00.000000",2.47578716278076
"AQ","2026-03-09T11:00:00.000000",2.47193431854248
"AQ","2026-03-09T12:00:00.000000",2.46762037277222
"AQ","2026-03-09T13:00:00.000000",2.46408176422119
"AQ","2026-03-09T14:00:00.000000",2.46362328529358
"AQ","2026-03-09T15:00:00.000000",2.46684455871582
